hpt_levels	hpt_fit
49.9155	0.95
49.9226	0.95
49.9297	0.95
49.9368	0.95
49.9439	0.95
49.951	0.95
49.9581	0.95
49.9652	0.95
49.9723	0.95
49.9794	0.95
49.9865	0.95
49.9936	0.95
